country,year,hdi,region,attacks_count,total_casualty,log_attacks,log_casualties,hdi_group,casualties_per_attack,log_casualties_per_attack
Yemen,2007,0.498,Middle East & North Africa,7,70,2.07944154167984,4.26267987704132,Low,10,2.39789527279837
South Africa,2007,0.644,Sub-Saharan Africa,2,2,1.09861228866811,1.09861228866811,Medium,1,0.693147180559945
Zimbabwe,2007,0.454,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Afghanistan,2008,0.43,South Asia,414,2387,6.0282785202307,7.77821147451249,Low,5.76570048309179,1.91186580143479
Australia,2008,0.919,Australasia & Oceania,1,0,0.693147180559945,0,Very High,0,0
Austria,2008,0.898,Western Europe,7,0,2.07944154167984,0,Very High,0,0
Azerbaijan,2008,0.716,Central Asia,2,18,1.09861228866811,2.94443897916644,High,9,2.30258509299405
Burundi,2008,0.386,Sub-Saharan Africa,7,74,2.07944154167984,4.31748811353631,Low,10.5714285714286,2.44853900561713
Bangladesh,2008,0.53,South Asia,19,57,2.99573227355399,4.06044301054642,Low,3,1.38629436111989
Bulgaria,2008,0.782,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Bahrain,2008,0.808,Middle East & North Africa,1,3,0.693147180559945,1.38629436111989,Very High,3,1.38629436111989
Belarus,2008,0.783,Eastern Europe,1,50,0.693147180559945,3.93182563272433,High,50,3.93182563272433
Central African Republic,2008,0.358,Sub-Saharan Africa,2,1,1.09861228866811,0.693147180559945,Low,0.5,0.405465108108164
Canada,2008,0.91,North America,5,9,1.79175946922806,2.30258509299405,Very High,1.8,1.02961941718116
Chile,2008,0.813,South America,4,0,1.6094379124341,0,Very High,0,0
China,2008,0.672,East Asia,20,189,3.04452243772342,5.24702407216049,Medium,9.45,2.34660197841082
Cameroon,2008,0.497,Sub-Saharan Africa,1,3,0.693147180559945,1.38629436111989,Low,3,1.38629436111989
Colombia,2008,0.716,South America,133,323,4.89783979995091,5.78074351579233,High,2.42857142857143,1.23214368129263
Germany,2008,0.923,Western Europe,3,2,1.38629436111989,1.09861228866811,Very High,0.666666666666667,0.510825623765991
Denmark,2008,0.915,Western Europe,1,2,0.693147180559945,1.09861228866811,Very High,2,1.09861228866811
Algeria,2008,0.705,Middle East & North Africa,107,577,4.68213122712422,6.35957386867238,High,5.39252336448598,1.85512908316064
Ecuador,2008,0.729,South America,2,3,1.09861228866811,1.38629436111989,High,1.5,0.916290731874155
Egypt,2008,0.663,Middle East & North Africa,1,0,0.693147180559945,0,Medium,0,0
Eritrea,2008,0.448,Sub-Saharan Africa,2,14,1.09861228866811,2.70805020110221,Low,7,2.07944154167984
Spain,2008,0.86,Western Europe,37,62,3.63758615972639,4.14313472639153,Very High,1.67567567567568,0.984201937490366
Ethiopia,2008,0.395,Sub-Saharan Africa,8,109,2.19722457733622,4.70048036579242,Low,13.625,2.68273239311792
Finland,2008,0.912,Western Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
France,2008,0.873,Western Europe,13,1,2.63905732961526,0.693147180559945,Very High,0.0769230769230769,0.0741079721537219
United Kingdom,2008,0.9,Western Europe,39,8,3.68887945411394,2.19722457733622,Very High,0.205128205128205,0.186585955580412
Georgia,2008,0.748,Central Asia,33,75,3.52636052461616,4.33073334028633,High,2.27272727272727,1.18562366565774
Greece,2008,0.863,Western Europe,53,3,3.98898404656428,1.38629436111989,Very High,0.0566037735849057,0.0550597771830274
Guyana,2008,0.644,South America,3,35,1.38629436111989,3.58351893845611,Medium,11.6666666666667,2.53897387105828
Hong Kong,2008,0.899,East Asia,1,46,0.693147180559945,3.85014760171006,Very High,46,3.85014760171006
Croatia,2008,0.817,Eastern Europe,2,0,1.09861228866811,0,Very High,0,0
Hungary,2008,0.823,Eastern Europe,2,0,1.09861228866811,0,Very High,0,0
Indonesia,2008,0.646,Southeast Asia,13,0,2.63905732961526,0,Medium,0,0
India,2008,0.56,South Asia,535,2822,6.2841341610708,7.94555542825349,Medium,5.27476635514019,1.83653625008403
Ireland,2008,0.899,Western Europe,5,0,1.79175946922806,0,Very High,0,0
Iran,2008,0.735,Middle East & North Africa,8,236,2.19722457733622,5.46806014113513,High,29.5,3.41772668361337
Iraq,2008,0.623,Middle East & North Africa,1106,9414,7.00940893270864,9.15005944109125,Medium,8.51175406871609,2.25252830420942
Israel,2008,0.885,Middle East & North Africa,129,265,4.86753445045558,5.5834963087817,Very High,2.05426356589147,1.11653850493626
Italy,2008,0.878,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Japan,2008,0.895,East Asia,3,0,1.38629436111989,0,Very High,0,0
Kazakhstan,2008,0.758,Central Asia,1,4,0.693147180559945,1.6094379124341,High,4,1.6094379124341
Kenya,2008,0.539,Sub-Saharan Africa,11,26,2.484906649788,3.29583686600433,Low,2.36363636363636,1.21302263984585
Cambodia,2008,0.528,Southeast Asia,2,3,1.09861228866811,1.38629436111989,Low,1.5,0.916290731874155
Lebanon,2008,0.76,Middle East & North Africa,58,632,4.07753744390572,6.45047042214418,High,10.8965517241379,2.47624858704489
Liberia,2008,0.453,Sub-Saharan Africa,1,12,0.693147180559945,2.56494935746154,Low,12,2.56494935746154
Libya,2008,0.741,Middle East & North Africa,1,0,0.693147180559945,0,High,0,0
Sri Lanka,2008,0.721,South Asia,100,1400,4.61512051684126,7.24494154633701,High,14,2.70805020110221
Maldives,2008,0.677,South Asia,1,0,0.693147180559945,0,Medium,0,0
Mexico,2008,0.745,North America,8,118,2.19722457733622,4.77912349311153,High,14.75,2.75684036527164
Mali,2008,0.39,Sub-Saharan Africa,9,108,2.30258509299405,4.69134788222914,Low,12,2.56494935746154
Myanmar,2008,0.465,Southeast Asia,20,47,3.04452243772342,3.87120101090789,Low,2.35,1.20896034583698
Mauritania,2008,0.499,Sub-Saharan Africa,2,12,1.09861228866811,2.56494935746154,Low,6,1.94591014905531
Malaysia,2008,0.756,Southeast Asia,2,0,1.09861228866811,0,High,0,0
Niger,2008,0.32,Sub-Saharan Africa,9,12,2.30258509299405,2.56494935746154,Low,1.33333333333333,0.847297860387204
Nigeria,2008,0.484,Sub-Saharan Africa,76,70,4.34380542185368,4.26267987704132,Low,0.921052631578947,0.652873281422005
Netherlands,2008,0.912,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Nepal,2008,0.518,South Asia,120,375,4.79579054559674,5.9295891433899,Low,3.125,1.41706601978664
New Zealand,2008,0.915,Australasia & Oceania,4,0,1.6094379124341,0,Very High,0,0
Pakistan,2008,0.498,South Asia,568,2941,6.34388043412633,7.98684490116138,Low,5.17781690140845,1.82096495686206
Peru,2008,0.708,South America,1,0,0.693147180559945,0,High,0,0
Philippines,2008,0.668,Southeast Asia,276,601,5.62401750618734,6.40025744530882,Medium,2.17753623188406,1.15610612665503
Romania,2008,0.806,Eastern Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Rwanda,2008,0.467,Sub-Saharan Africa,1,4,0.693147180559945,1.6094379124341,Low,4,1.6094379124341
Sudan,2008,0.478,Sub-Saharan Africa,32,231,3.49650756146648,5.44673737166631,Low,7.21875,2.10641812937804
Senegal,2008,0.451,Sub-Saharan Africa,2,32,1.09861228866811,3.49650756146648,Low,16,2.83321334405622
Serbia,2008,0.765,Eastern Europe,4,2,1.6094379124341,1.09861228866811,High,0.5,0.405465108108164
Sweden,2008,0.905,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Chad,2008,0.341,Sub-Saharan Africa,8,1182,2.19722457733622,7.07580886397839,Low,147.75,5.00226704442574
Thailand,2008,0.727,Southeast Asia,200,797,5.30330490805908,6.68210859744981,High,3.985,1.6064334034138
Tunisia,2008,0.711,Middle East & North Africa,1,0,0.693147180559945,0,High,0,0
Turkey,2008,0.721,Middle East & North Africa,32,316,3.49650756146648,5.75890177387728,High,9.875,2.38646657697475
Tanzania,2008,0.473,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Uganda,2008,0.484,Sub-Saharan Africa,7,14,2.07944154167984,2.70805020110221,Low,2,1.09861228866811
Ukraine,2008,0.761,Eastern Europe,1,2,0.693147180559945,1.09861228866811,High,2,1.09861228866811
United States,2008,0.906,North America,18,15,2.94443897916644,2.77258872223978,Very High,0.833333333333333,0.606135803570316
Venezuela,2008,0.756,South America,1,1,0.693147180559945,0.693147180559945,High,1,0.693147180559945
Yemen,2008,0.501,Middle East & North Africa,22,251,3.13549421592915,5.52942908751142,Low,11.4090909090909,2.51842934182664
South Africa,2008,0.653,Sub-Saharan Africa,1,0,0.693147180559945,0,Medium,0,0
Zimbabwe,2008,0.454,Sub-Saharan Africa,5,15,1.79175946922806,2.77258872223978,Low,3,1.38629436111989
Afghanistan,2009,0.44,South Asia,503,2665,6.22257626807137,7.88833450073865,Low,5.29821073558648,1.84026558283458
Angola,2009,0.5,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Albania,2009,0.741,Eastern Europe,1,0,0.693147180559945,0,High,0,0
Argentina,2009,0.827,South America,1,0,0.693147180559945,0,Very High,0,0
Armenia,2009,0.741,Central Asia,1,1,0.693147180559945,0.693147180559945,High,1,0.693147180559945
Australia,2009,0.921,Australasia & Oceania,1,0,0.693147180559945,0,Very High,0,0
Austria,2009,0.898,Western Europe,3,10,1.38629436111989,2.39789527279837,Very High,3.33333333333333,1.46633706879343
Azerbaijan,2009,0.722,Central Asia,2,1,1.09861228866811,0.693147180559945,High,0.5,0.405465108108164
Belgium,2009,0.91,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Bangladesh,2009,0.541,South Asia,27,63,3.3322045101752,4.15888308335967,Low,2.33333333333333,1.20397280432594
Bolivia,2009,0.658,South America,3,7,1.38629436111989,2.07944154167984,Medium,2.33333333333333,1.20397280432594
Central African Republic,2009,0.364,Sub-Saharan Africa,5,42,1.79175946922806,3.76120011569356,Low,8.4,2.24070968927596
Canada,2009,0.909,North America,4,0,1.6094379124341,0,Very High,0,0
Chile,2009,0.811,South America,8,1,2.19722457733622,0.693147180559945,Very High,0.125,0.117783035656384
China,2009,0.682,East Asia,7,58,2.07944154167984,4.07753744390572,Medium,8.28571428571429,2.22847712084032
Cameroon,2009,0.506,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Colombia,2009,0.722,South America,138,333,4.93447393313069,5.8111409929767,High,2.41304347826087,1.22760440885921
Germany,2009,0.923,Western Europe,4,0,1.6094379124341,0,Very High,0,0
Algeria,2009,0.714,Middle East & North Africa,108,406,4.69134788222914,6.0088131854426,High,3.75925925925926,1.56009203833095
Ecuador,2009,0.731,South America,3,0,1.38629436111989,0,High,0,0
Egypt,2009,0.668,Middle East & North Africa,2,26,1.09861228866811,3.29583686600433,Medium,13,2.63905732961526
Eritrea,2009,0.457,Sub-Saharan Africa,1,10,0.693147180559945,2.39789527279837,Low,10,2.39789527279837
Spain,2009,0.861,Western Europe,21,51,3.09104245335832,3.95124371858143,Very High,2.42857142857143,1.23214368129263
Ethiopia,2009,0.402,Sub-Saharan Africa,2,13,1.09861228866811,2.63905732961526,Low,6.5,2.01490302054227
France,2009,0.872,Western Europe,9,11,2.30258509299405,2.484906649788,Very High,1.22222222222222,0.798507696217772
United Kingdom,2009,0.906,Western Europe,23,15,3.17805383034795,2.77258872223978,Very High,0.652173913043478,0.502091943797236
Georgia,2009,0.753,Central Asia,25,26,3.25809653802148,3.29583686600433,High,1.04,0.712949807856125
Guinea-Bissau,2009,0.436,Sub-Saharan Africa,1,1,0.693147180559945,0.693147180559945,Low,1,0.693147180559945
Equatorial Guinea,2009,0.586,Sub-Saharan Africa,1,4,0.693147180559945,1.6094379124341,Medium,4,1.6094379124341
Greece,2009,0.866,Western Europe,115,11,4.75359019110636,2.484906649788,Very High,0.0956521739130435,0.0913497785882279
Honduras,2009,0.594,Central America & Caribbean,8,3,2.19722457733622,1.38629436111989,Medium,0.375,0.318453731118535
Croatia,2009,0.816,Eastern Europe,1,3,0.693147180559945,1.38629436111989,Very High,3,1.38629436111989
Hungary,2009,0.825,Eastern Europe,1,2,0.693147180559945,1.09861228866811,Very High,2,1.09861228866811
Indonesia,2009,0.657,Southeast Asia,19,77,2.99573227355399,4.35670882668959,Medium,4.05263157894737,1.6199092123014
India,2009,0.565,South Asia,672,1599,6.51174532964473,7.37775890822787,Medium,2.37946428571429,1.21771720158241
Iran,2009,0.738,Middle East & North Africa,15,180,2.77258872223978,5.19849703126583,High,12,2.56494935746154
Iraq,2009,0.633,Middle East & North Africa,1137,11925,7.03702761468628,9.38647616968305,Medium,10.4881266490765,2.44131403671207
Israel,2009,0.889,Middle East & North Africa,36,41,3.61091791264422,3.73766961828337,Very High,1.13888888888889,0.760286483397574
Italy,2009,0.878,Western Europe,4,2,1.6094379124341,1.09861228866811,Very High,0.5,0.405465108108164
Japan,2009,0.896,East Asia,1,0,0.693147180559945,0,Very High,0,0
Kenya,2009,0.539,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Lebanon,2009,0.767,Middle East & North Africa,14,38,2.70805020110221,3.66356164612965,High,2.71428571428571,1.31218638896617
Sri Lanka,2009,0.713,South Asia,37,749,3.63758615972639,6.62007320653036,High,20.2432432432432,3.05603887978498
Lesotho,2009,0.457,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Moldova,2009,0.723,Eastern Europe,1,39,0.693147180559945,3.68887945411394,High,39,3.68887945411394
Madagascar,2009,0.493,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Mexico,2009,0.745,North America,1,5,0.693147180559945,1.79175946922806,High,5,1.79175946922806
Mali,2009,0.397,Sub-Saharan Africa,6,30,1.94591014905531,3.43398720448515,Low,5,1.79175946922806
Myanmar,2009,0.501,Southeast Asia,14,61,2.70805020110221,4.12713438504509,Low,4.35714285714286,1.67843078392105
Mauritania,2009,0.508,Sub-Saharan Africa,5,6,1.79175946922806,1.94591014905531,Low,1.2,0.78845736036427
Malaysia,2009,0.762,Southeast Asia,1,1,0.693147180559945,0.693147180559945,High,1,0.693147180559945
Niger,2009,0.327,Sub-Saharan Africa,4,21,1.6094379124341,3.09104245335832,Low,5.25,1.83258146374831
Nigeria,2009,0.484,Sub-Saharan Africa,42,28,3.76120011569356,3.36729582998647,Low,0.666666666666667,0.510825623765991
Netherlands,2009,0.913,Western Europe,1,19,0.693147180559945,2.99573227355399,Very High,19,2.99573227355399
Nepal,2009,0.53,South Asia,39,155,3.68887945411394,5.04985600724954,Low,3.97435897435897,1.60429651293368
Pakistan,2009,0.502,South Asia,667,4984,6.50428817353665,8.51418868239594,Low,7.47226386806597,2.13679775371422
Panama,2009,0.769,Central America & Caribbean,1,1,0.693147180559945,0.693147180559945,High,1,0.693147180559945
Peru,2009,0.711,South America,4,28,1.6094379124341,3.36729582998647,High,7,2.07944154167984
Philippines,2009,0.667,Southeast Asia,229,503,5.4380793089232,6.22257626807137,Medium,2.19650655021834,1.16205851040707
Rwanda,2009,0.48,Sub-Saharan Africa,1,56,0.693147180559945,4.04305126783455,Low,56,4.04305126783455
Saudi Arabia,2009,0.807,Middle East & North Africa,3,18,1.38629436111989,2.94443897916644,Very High,6,1.94591014905531
Sudan,2009,0.486,Sub-Saharan Africa,26,108,3.29583686600433,4.69134788222914,Low,4.15384615384615,1.63974326192943
Senegal,2009,0.459,Sub-Saharan Africa,3,13,1.38629436111989,2.63905732961526,Low,4.33333333333333,1.67397643357167
Serbia,2009,0.766,Eastern Europe,3,2,1.38629436111989,1.09861228866811,High,0.666666666666667,0.510825623765991
Sweden,2009,0.904,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Chad,2009,0.355,Sub-Saharan Africa,3,1,1.38629436111989,0.693147180559945,Low,0.333333333333333,0.287682072451781
Thailand,2009,0.73,Southeast Asia,298,728,5.70044357339069,6.59167373200866,High,2.44295302013423,1.23632953922531
Tajikistan,2009,0.633,Central Asia,1,1,0.693147180559945,0.693147180559945,Medium,1,0.693147180559945
Turkey,2009,0.728,Middle East & North Africa,13,57,2.63905732961526,4.06044301054642,High,4.38461538461539,1.68354588458782
Uganda,2009,0.494,Sub-Saharan Africa,2,11,1.09861228866811,2.484906649788,Low,5.5,1.87180217690159
Ukraine,2009,0.758,Eastern Europe,2,8,1.09861228866811,2.19722457733622,High,4,1.6094379124341
United States,2009,0.908,North America,12,71,2.56494935746154,4.27666611901606,Very High,5.91666666666667,1.9339339580086
Uzbekistan,2009,0.665,Central Asia,2,9,1.09861228866811,2.30258509299405,Medium,4.5,1.70474809223843
Venezuela,2009,0.756,South America,3,11,1.38629436111989,2.484906649788,High,3.66666666666667,1.54044504094715
Yemen,2009,0.506,Middle East & North Africa,23,64,3.17805383034795,4.17438726989564,Low,2.78260869565217,1.33041390272543
Afghanistan,2010,0.448,South Asia,542,2814,6.29710931993394,7.94271754057379,Low,5.19188191881919,1.82323906614745
Angola,2010,0.51,Sub-Saharan Africa,2,11,1.09861228866811,2.484906649788,Low,5.5,1.87180217690159
United Arab Emirates,2010,0.835,Middle East & North Africa,2,1,1.09861228866811,0.693147180559945,Very High,0.5,0.405465108108164
Argentina,2010,0.834,South America,5,0,1.79175946922806,0,Very High,0,0
Australia,2010,0.923,Australasia & Oceania,1,0,0.693147180559945,0,Very High,0,0
Burundi,2010,0.405,Sub-Saharan Africa,29,69,3.40119738166216,4.24849524204936,Low,2.37931034482759,1.2176716486841
Bangladesh,2010,0.553,South Asia,22,43,3.13549421592915,3.78418963391826,Medium,1.95454545454546,1.08334481653732
Bahrain,2010,0.808,Middle East & North Africa,2,0,1.09861228866811,0,Very High,0,0
Belarus,2010,0.79,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Central African Republic,2010,0.372,Sub-Saharan Africa,13,59,2.63905732961526,4.0943445622221,Low,4.53846153846154,1.71171676155452
Canada,2010,0.911,North America,2,0,1.09861228866811,0,Very High,0,0
Chile,2010,0.813,South America,5,1,1.79175946922806,0.693147180559945,Very High,0.2,0.182321556793955
China,2010,0.691,East Asia,1,21,0.693147180559945,3.09104245335832,Medium,21,3.09104245335832
Ivory Coast,2010,0.473,Sub-Saharan Africa,7,23,2.07944154167984,3.17805383034795,Low,3.28571428571429,1.45528723260684
Cameroon,2010,0.513,Sub-Saharan Africa,3,7,1.38629436111989,2.07944154167984,Low,2.33333333333333,1.20397280432594
Colombia,2010,0.726,South America,136,197,4.91998092582813,5.28826703069454,High,1.44852941176471,0.895487604244392
Germany,2010,0.926,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Denmark,2010,0.913,Western Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Algeria,2010,0.721,Middle East & North Africa,100,316,4.61512051684126,5.75890177387728,High,3.16,1.42551507427317
Egypt,2010,0.675,Middle East & North Africa,2,0,1.09861228866811,0,Medium,0,0
Eritrea,2010,0.463,Sub-Saharan Africa,1,37,0.693147180559945,3.63758615972639,Low,37,3.63758615972639
Spain,2010,0.868,Western Europe,3,0,1.38629436111989,0,Very High,0,0
Ethiopia,2010,0.412,Sub-Saharan Africa,2,28,1.09861228866811,3.36729582998647,Low,14,2.70805020110221
France,2010,0.877,Western Europe,3,0,1.38629436111989,0,Very High,0,0
United Kingdom,2010,0.912,Western Europe,57,22,4.06044301054642,3.13549421592915,Very High,0.385964912280702,0.326396584632471
Georgia,2010,0.759,Central Asia,7,18,2.07944154167984,2.94443897916644,High,2.57142857142857,1.27296567581289
Greece,2010,0.869,Western Europe,49,9,3.91202300542815,2.30258509299405,Very High,0.183673469387755,0.168622712435793
Indonesia,2010,0.664,Southeast Asia,4,6,1.6094379124341,1.94591014905531,Medium,1.5,0.916290731874155
India,2010,0.575,South Asia,663,1470,6.49828214947643,7.29369772060144,Medium,2.21719457013575,1.16850972828549
Ireland,2010,0.904,Western Europe,4,8,1.6094379124341,2.19722457733622,Very High,2,1.09861228866811
Iran,2010,0.745,Middle East & North Africa,14,565,2.70805020110221,6.33859407820318,High,40.3571428571429,3.72224514795774
Iraq,2010,0.64,Middle East & North Africa,1179,8984,7.07326971745971,9.10331179921766,Medium,7.62001696352841,2.1540870526004
Israel,2010,0.894,Middle East & North Africa,14,21,2.70805020110221,3.09104245335832,Very High,1.5,0.916290731874155
Italy,2010,0.882,Western Europe,10,3,2.39789527279837,1.38629436111989,Very High,0.3,0.262364264467491
Jordan,2010,0.725,Middle East & North Africa,2,5,1.09861228866811,1.79175946922806,High,2.5,1.25276296849537
Kenya,2010,0.545,Sub-Saharan Africa,12,178,2.56494935746154,5.18738580584076,Low,14.8333333333333,2.76211742237249
Kyrgyzstan,2010,0.664,Central Asia,1,4,0.693147180559945,1.6094379124341,Medium,4,1.6094379124341
Lebanon,2010,0.77,Middle East & North Africa,5,8,1.79175946922806,2.19722457733622,High,1.6,0.955511445027436
Sri Lanka,2010,0.737,South Asia,3,6,1.38629436111989,1.94591014905531,High,2,1.09861228866811
Mexico,2010,0.746,North America,5,0,1.79175946922806,0,High,0,0
Mali,2010,0.404,Sub-Saharan Africa,1,1,0.693147180559945,0.693147180559945,Low,1,0.693147180559945
Myanmar,2010,0.51,Southeast Asia,11,97,2.484906649788,4.58496747867057,Low,8.81818181818182,2.28423595432585
Mauritania,2010,0.51,Sub-Saharan Africa,1,1,0.693147180559945,0.693147180559945,Low,1,0.693147180559945
Niger,2010,0.338,Sub-Saharan Africa,3,1,1.38629436111989,0.693147180559945,Low,0.333333333333333,0.287682072451781
Nigeria,2010,0.482,Sub-Saharan Africa,63,308,4.15888308335967,5.73334127689775,Low,4.88888888888889,1.7730673362159
Netherlands,2010,0.917,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Norway,2010,0.941,Western Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Nepal,2010,0.543,South Asia,38,52,3.66356164612965,3.97029191355212,Low,1.36842105263158,0.862223510603879
Pakistan,2010,0.505,South Asia,713,4649,6.57088296233958,8.4446224985814,Low,6.5203366058906,2.01761089838161
Philippines,2010,0.674,Southeast Asia,204,386,5.32300997913841,5.95842469302978,Medium,1.8921568627451,1.06200254305555
Poland,2010,0.841,Eastern Europe,1,2,0.693147180559945,1.09861228866811,Very High,2,1.09861228866811
Paraguay,2010,0.685,South America,2,9,1.09861228866811,2.30258509299405,Medium,4.5,1.70474809223843
Rwanda,2010,0.489,Sub-Saharan Africa,8,91,2.19722457733622,4.52178857704904,Low,11.375,2.51567830845475
Sudan,2010,0.486,Sub-Saharan Africa,28,167,3.36729582998647,5.12396397940326,Low,5.96428571428571,1.94079504838854
Senegal,2010,0.468,Sub-Saharan Africa,1,5,0.693147180559945,1.79175946922806,Low,5,1.79175946922806
Serbia,2010,0.767,Eastern Europe,1,4,0.693147180559945,1.6094379124341,High,4,1.6094379124341
Sweden,2010,0.91,Western Europe,3,3,1.38629436111989,1.38629436111989,Very High,1,0.693147180559945
Chad,2010,0.362,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Thailand,2010,0.737,Southeast Asia,253,467,5.53733426701854,6.14846829591765,High,1.84584980237154,1.04586172328258
Tajikistan,2010,0.636,Central Asia,1,29,0.693147180559945,3.40119738166216,Medium,29,3.40119738166216
Trinidad and Tobago,2010,0.79,Central America & Caribbean,1,0,0.693147180559945,0,High,0,0
Turkey,2010,0.749,Middle East & North Africa,20,20,3.04452243772342,3.04452243772342,High,1,0.693147180559945
Tanzania,2010,0.493,Sub-Saharan Africa,1,0,0.693147180559945,0,Low,0,0
Uganda,2010,0.502,Sub-Saharan Africa,6,146,1.94591014905531,4.99043258677874,Low,24.3333333333333,3.23212105161822
Ukraine,2010,0.764,Eastern Europe,4,9,1.6094379124341,2.30258509299405,High,2.25,1.17865499634165
United States,2010,0.911,North America,19,21,2.99573227355399,3.09104245335832,Very High,1.10526315789474,0.744440474947496
Yemen,2010,0.51,Middle East & North Africa,112,562,4.72738781871234,6.33327962813969,Low,5.01785714285714,1.79473123961721
Zimbabwe,2010,0.512,Sub-Saharan Africa,1,2,0.693147180559945,1.09861228866811,Low,2,1.09861228866811
Afghanistan,2011,0.456,South Asia,421,3360,6.04500531403601,8.11999382772511,Low,7.98099762470309,2.19511097020855
Argentina,2011,0.841,South America,1,0,0.693147180559945,0,Very High,0,0
Austria,2011,0.905,Western Europe,1,0,0.693147180559945,0,Very High,0,0
Burundi,2011,0.41,Sub-Saharan Africa,8,77,2.19722457733622,4.35670882668959,Low,9.625,2.36320971481048
Bangladesh,2011,0.561,South Asia,13,15,2.63905732961526,2.77258872223978,Medium,1.15384615384615,0.767255152713667
Bulgaria,2011,0.794,Eastern Europe,2,0,1.09861228866811,0,High,0,0
Bahrain,2011,0.809,Middle East & North Africa,1,0,0.693147180559945,0,Very High,0,0
Belarus,2011,0.797,Eastern Europe,1,174,0.693147180559945,5.16478597392351,High,174,5.16478597392351
Bhutan,2011,0.591,South Asia,1,2,0.693147180559945,1.09861228866811,Medium,2,1.09861228866811
Central African Republic,2011,0.381,Sub-Saharan Africa,3,11,1.38629436111989,2.484906649788,Low,3.66666666666667,1.54044504094715
Switzerland,2011,0.943,Western Europe,3,2,1.38629436111989,1.09861228866811,Very High,0.666666666666667,0.510825623765991
Chile,2011,0.817,South America,6,1,1.94591014905531,0.693147180559945,Very High,0.166666666666667,0.154150679827258
China,2011,0.7,East Asia,4,51,1.6094379124341,3.95124371858143,Medium,12.75,2.62103882411258
Ivory Coast,2011,0.472,Sub-Saharan Africa,3,26,1.38629436111989,3.29583686600433,Low,8.66666666666667,2.26868354131836
Cameroon,2011,0.521,Sub-Saharan Africa,3,4,1.38629436111989,1.6094379124341,Low,1.33333333333333,0.847297860387204
Colombia,2011,0.733,South America,94,128,4.55387689160054,4.85981240436167,High,1.36170212765957,0.859382599602276
Germany,2011,0.931,Western Europe,8,4,2.19722457733622,1.6094379124341,Very High,0.5,0.405465108108164
Algeria,2011,0.727,Middle East & North Africa,15,59,2.77258872223978,4.0943445622221,High,3.93333333333333,1.59601489210196
Ecuador,2011,0.743,South America,1,0,0.693147180559945,0,High,0,0
Egypt,2011,0.679,Middle East & North Africa,18,137,2.94443897916644,4.92725368515721,Medium,7.61111111111111,2.15305335902308
Eritrea,2011,0.481,Sub-Saharan Africa,1,22,0.693147180559945,3.13549421592915,Low,22,3.13549421592915
Estonia,2011,0.871,Eastern Europe,1,1,0.693147180559945,0.693147180559945,Very High,1,0.693147180559945
Ethiopia,2011,0.422,Sub-Saharan Africa,3,5,1.38629436111989,1.79175946922806,Low,1.66666666666667,0.980829253011726
France,2011,0.881,Western Europe,8,4,2.19722457733622,1.6094379124341,Very High,0.5,0.405465108108164
United Kingdom,2011,0.908,Western Europe,47,4,3.87120101090789,1.6094379124341,Very High,0.0851063829787234,0.0816780310142672
Georgia,2011,0.766,Central Asia,3,2,1.38629436111989,1.09861228866811,High,0.666666666666667,0.510825623765991
Greece,2011,0.865,Western Europe,11,5,2.484906649788,1.79175946922806,Very High,0.454545454545455,0.374693449441411
Honduras,2011,0.6,Central America & Caribbean,1,2,0.693147180559945,1.09861228866811,Medium,2,1.09861228866811
Indonesia,2011,0.671,Southeast Asia,21,90,3.09104245335832,4.51085950651685,Medium,4.28571428571429,1.66500776358891
India,2011,0.588,South Asia,645,1218,6.4707995037826,7.10578612948127,Medium,1.88837209302326,1.06069305380582
Ireland,2011,0.902,Western Europe,4,1,1.6094379124341,0.693147180559945,Very High,0.25,0.22314355131421
Iran,2011,0.754,Middle East & North Africa,13,31,2.63905732961526,3.46573590279973,High,2.38461538461539,1.21924027645673
Iraq,2011,0.649,Middle East & North Africa,1308,6910,7.1770187659099,8.8408696240914,Medium,5.282874617737,1.83782761742621
Israel,2011,0.897,Middle East & North Africa,51,98,3.95124371858143,4.59511985013459,Very High,1.92156862745098,1.07212067322113
